,question,answer,label,explanation
3243,"Marie, the confectioner, makes 12 chocolate eggs, each weighing 10 ounces. She then packs an equal number of the eggs in 4 different gift boxes. Unfortunately, she leaves one of the boxes by the kitchen window and the afternoon sun melts everything. She tosses that box out. What is the total weight, in ounces, of the remaining chocolate eggs?","Each gift box has 12/4 = 3 chocolate are 12-3 = <<12-3=9>>9 chocolate eggs left.
The remaining chocolate eggs therefore weigh 9 * 10 = <<9*10=90>>90 ounces
#### 90",90,"Each gift box has 12/4 = 3 chocolate are 12-3 = <<12-3=9>>9 chocolate eggs left.
The remaining chocolate eggs therefore weigh 9 * 10 = <<9*10=90>>90 ounces
"
3244,"Paul eats a lot when he studies. He loves sandwiches and eats them at the same rate every three days. He eats 2 sandwiches the first day, then doubles that number of sandwiches for the second day. On the third day, he doubles the number of sandwiches he ate on the second day. How many sandwiches would Paul eat if he studied 6 days in a row?","Paul doubles the amount that he ate on the second day, so eats 2 x 2 = <<2*2=4>>4 sandwiches.
For the third day, he doubles the number of sandwiches he ate on the second day, so eats 2 x 2 x 2 = <<2*2*2=8>>8 sandwiches.
To get the total amount of sandwiches he ate over three days it's necessary to add up the amount he ate each day: 2 + 4 + 8 = <<2+4+8=14>>14 sandwiches
Since he eats 14 sandwiches every 3 days, then in 6 days he would eat 14 x 2 = <<14*2=28>>28 sandwiches in total.
#### 28",28,"Paul doubles the amount that he ate on the second day, so eats 2 x 2 = <<2*2=4>>4 sandwiches.
For the third day, he doubles the number of sandwiches he ate on the second day, so eats 2 x 2 x 2 = <<2*2*2=8>>8 sandwiches.
To get the total amount of sandwiches he ate over three days it's necessary to add up the amount he ate each day: 2 + 4 + 8 = <<2+4+8=14>>14 sandwiches
Since he eats 14 sandwiches every 3 days, then in 6 days he would eat 14 x 2 = <<14*2=28>>28 sandwiches in total.
"
3245,"А Senior Center is hosting a bingo night. $2,400 in prize money will be given away. The first winner of the night will receive a third of the money. The next ten winners will each receive a 10th of the remaining amount. How many dollars will each of the next ten winners receive?","The first winner will receive 2400 / 3 = $<<2400/3=800>>800.
There will be 2400 - 800 = $<<2400-800=1600>>1600 left.
The other winners will receive 1600 / 10 = $<<1600/10=160>>160 each.
#### 160",160,"The first winner will receive 2400 / 3 = $<<2400/3=800>>800.
There will be 2400 - 800 = $<<2400-800=1600>>1600 left.
The other winners will receive 1600 / 10 = $<<1600/10=160>>160 each.
"
3246,"Antoine is having a dinner party and his butcher recommends 1/2 pound of meat per person.  If he's inviting 6 people over and the beef tenderloin is $15.00 a pound, how much will this cost him?","He's inviting 6 people over and needs 1/2 pound of meat for each so that's 6*.5 = <<6*.5=3>>3 pounds of meat
The beef tenderloin is $15.00 a pound and he needs 3 pounds so that's 15*3 = $<<15*3=45.00>>45.00 for dinner
#### 45",45,"He's inviting 6 people over and needs 1/2 pound of meat for each so that's 6*.5 = <<6*.5=3>>3 pounds of meat
The beef tenderloin is $15.00 a pound and he needs 3 pounds so that's 15*3 = $<<15*3=45.00>>45.00 for dinner
"
3247,"Tyrone empties his piggy bank and finds two $1 bills, a $5 bill, 13 quarters, 20 dimes, 8 nickels, and 35 pennies. How much money does Tyrone have?","He has $2 in $1 bills because 2 times 1 equals <<2*1=2>>2.
He has $5 in $5 bills because 1 times 5 equals <<5*1=5>>5.
He has $3.25 in quarters because 13 times .25 equals <<13*.25=3.25>>3.25
He has $2 in dimes because 20 times .1 equals <<20*.1=2>>2.
He has $.40 in nickels because 8 times .05 equals .4.
He has $.35 in pennies because 35 times .01 equals .35.
He has $13 because 2 plus 5 plus 3.25 plus 2 plus .4 plus .35 equals <<2+5+3.25+2+.4+.35=13>>13.
#### 13",13,"He has $2 in $1 bills because 2 times 1 equals <<2*1=2>>2.
He has $5 in $5 bills because 1 times 5 equals <<5*1=5>>5.
He has $3.25 in quarters because 13 times .25 equals <<13*.25=3.25>>3.25
He has $2 in dimes because 20 times .1 equals <<20*.1=2>>2.
He has $.40 in nickels because 8 times .05 equals .4.
He has $.35 in pennies because 35 times .01 equals .35.
He has $13 because 2 plus 5 plus 3.25 plus 2 plus .4 plus .35 equals <<2+5+3.25+2+.4+.35=13>>13.
"
3248,"James needs 200 blueberries to make a pint of blueberry jam and then a quart of blueberry jam to make a blueberry pie. If there are two pints per quart, how many blueberries does James need to pick to make 6 pies?","First find the total number of blueberries needed for one pie: 200 blueberries/pint * 2 pints/pie = 400 blueberries/pie
Then multiply that number by the number of pie to find the total number of blueberries James need: 400 blueberries/pie * 6 pies = <<400*6=2400>>2400 blueberries
#### 2400",2400,"First find the total number of blueberries needed for one pie: 200 blueberries/pint * 2 pints/pie = 400 blueberries/pie
Then multiply that number by the number of pie to find the total number of blueberries James need: 400 blueberries/pie * 6 pies = <<400*6=2400>>2400 blueberries
"
3249,A one-year subscription to a newspaper is offered with a 45% discount. How much does the discounted subscription cost if a subscription normally costs $80?,"We calculate first the discount: 80 * 45 / 100 = $<<80*45/100=36>>36
So, the discounted subscription amounts to 80 – 36 = $<<80-36=44>>44
#### 44",44,"We calculate first the discount: 80 * 45 / 100 = $<<80*45/100=36>>36
So, the discounted subscription amounts to 80 – 36 = $<<80-36=44>>44
"
3250,"Big Dig Mining Company mines three different types of ore: copper, iron, and nickel. Across all their mines, 10% of their output is nickel, 60% is iron, and the rest is copper. They mine 720 tons of nickel a day. How many tons of copper does Big Dig Mining Company mine daily?","Let R be the total ore output of the company.
Of Big Dig’s output, 100 - 10 - 60 = <<100-10-60=30>>30% is nickel.
Since 720 is 60% of 100% of their output, 720 / R = 60 / 100.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=1200>>1200 tons of ore daily.
Therefore, Big Dig mines 1200 * 30 / 100 = <<1200*30/100=360>>360 tons of copper daily.
#### 360",360,"Let R be the total ore output of the company.
Of Big Dig’s output, 100 - 10 - 60 = <<100-10-60=30>>30% is nickel.
Since 720 is 60% of 100% of their output, 720 / R = 60 / 100.
Thus, Big Dig mines R = 100 * 720 / 60 = <<100*720/60=1200>>1200 tons of ore daily.
Therefore, Big Dig mines 1200 * 30 / 100 = <<1200*30/100=360>>360 tons of copper daily.
"
3251,Josie received $50 as a gift. She plans to buy two cassette tapes that cost $9 each and a headphone set that costs $25. How much money will she have left?,"The cassette tapes will cost 2 × 9 = $<<2*9=18>>18.
She spends 18 + 25 = $<<18+25=43>>43 in total.
Josie will have 50 - 43 = $<<50-43=7>>7 left.
#### 7",7,"The cassette tapes will cost 2 × 9 = $<<2*9=18>>18.
She spends 18 + 25 = $<<18+25=43>>43 in total.
Josie will have 50 - 43 = $<<50-43=7>>7 left.
"
3252,"James can buy a new computer for $600 and have it last 6 years, or buy 2 used computers for $200 each that each last 3 years. How much money will he save by picking the cheaper option?","First find the cost of the two used computers: $200/computer * 2 computers = $<<200*2=400>>400
Then subtract that cost from the cost of the new computer to find the savings: $600 - $400 = $<<600-400=200>>200
#### 200",200,"First find the cost of the two used computers: $200/computer * 2 computers = $<<200*2=400>>400
Then subtract that cost from the cost of the new computer to find the savings: $600 - $400 = $<<600-400=200>>200
"
3253,"Carly recently graduated and is looking for work in a field she studied for. She sent 200 job applications to companies in her state, and twice that number to companies in other states. Calculate the total number of job applications she has sent so far.","If she sent 200 job applications to her state, she sent 200*2 = <<200*2=400>>400 job applications to other states.
The total number of job applications she has sent is 400+200 = <<400+200=600>>600
#### 600",600,"If she sent 200 job applications to her state, she sent 200*2 = <<200*2=400>>400 job applications to other states.
The total number of job applications she has sent is 400+200 = <<400+200=600>>600
"
3254,"Dina has twice as many dolls as Ivy. 2/3 of Ivy's dolls are collectors editions. If Ivy has 20 collectors edition dolls, how many dolls does Dina have?","Ivy has 20/2*3=<<20/2*3=30>>30 dolls.
Dina has 30*2=<<30*2=60>>60 dolls.
#### 60",60,"Ivy has 20/2*3=<<20/2*3=30>>30 dolls.
Dina has 30*2=<<30*2=60>>60 dolls.
"
3255,"A supplier is packing cartons of canned juice. Each carton has 20 cans of juice. Out of the 50 cartons that have been packed, only 40 cartons have been loaded on a truck. How many cans of juice are left to be loaded on the truck?","There are 50 - 40 = <<50-40=10>>10 cartons of canned juice that are left to be loaded on the truck.
This is equal to 10 x 20 = <<10*20=200>>200 cans of juice.
#### 200",200,"There are 50 - 40 = <<50-40=10>>10 cartons of canned juice that are left to be loaded on the truck.
This is equal to 10 x 20 = <<10*20=200>>200 cans of juice.
"
3256,Larry spent $5 for lunch and gave his brother $2. How much did Larry have at the beginning if he has $15 now?,"Larry spent a total of $5 + $2 = $<<5+2=7>>7.
He has $15 + $7 = $<<15+7=22>>22 at the beginning.
#### 22",22,"Larry spent a total of $5 + $2 = $<<5+2=7>>7.
He has $15 + $7 = $<<15+7=22>>22 at the beginning.
"
3257,There is a square playground that has a side length of 12 meters. There is a maintenance building on the playground that measures 8 meters by 5 meters. How many square meters of the playground is not covered by the maintenance building?,"12 * 12 = <<12*12=144>>144 square meters
8 * 5 = <<8*5=40>>40 square meters
144 - 40 = <<144-40=104>>104 square meters
104 square meters of the playground are not covered by the maintenance building.
#### 104",104,"12 * 12 = <<12*12=144>>144 square meters
8 * 5 = <<8*5=40>>40 square meters
144 - 40 = <<144-40=104>>104 square meters
104 square meters of the playground are not covered by the maintenance building.
"
3258,Brett has 24 more blue marbles than red marbles. He has 5 times as many blue marbles as red marbles. How many red marbles does he have?,"Let x be the number of red marbles.
5*x=x+24
4*x=24
x=<<6=6>>6
#### 6",6,"Let x be the number of red marbles.
5*x=x+24
4*x=24
x=<<6=6>>6
"
3259,"Vaishali wears a beautiful piece of clothing called a Saree,  a traditional Indian dress for women.  It is mostly tangerine-colored, with blue, brown, and gold-colored decorative stripes.  There are three times as many gold stripes as brown stripes, and five times as many blue stripes as gold stripes. If there are 4 brown stripes, how many blue stripes does Vaishali's Saree have?","With 3 times as many gold stripes as brown stripes, this means there are 3 * 4 = <<3*4=12>>12 gold stripes.
With five times as many blue stripes as gold stripes, this means there are 5 * 12 = <<5*12=60>>60 blue stripes.
#### 60",60,"With 3 times as many gold stripes as brown stripes, this means there are 3 * 4 = <<3*4=12>>12 gold stripes.
With five times as many blue stripes as gold stripes, this means there are 5 * 12 = <<5*12=60>>60 blue stripes.
"
3260,"The difference in age between Declan's elder son and younger son is 10 years. If the elder son is 40 years old now, how old will the younger son be 30 years from now?","If the elder son is 40 years old now, the younger son is 40-10 = <<40-10=30>>30 years old.
In 30 years from now, the younger son will be 30+30 = <<30+30=60>>60 years old.
#### 60",60,"If the elder son is 40 years old now, the younger son is 40-10 = <<40-10=30>>30 years old.
In 30 years from now, the younger son will be 30+30 = <<30+30=60>>60 years old.
"
3261,"At the aquarium, there are twice as many sharks as stingrays. If there are 28 stingrays, how many fish are there?","If sharks are twice the number of stingrays, then the number of sharks at the aquarium is 2 sharks/stingray * 28 stingrays = <<2*28=56>>56 sharks
The number of fish in the tank is 56 sharks + 28 stingrays = <<56+28=84>>84 fish
#### 84",84,"If sharks are twice the number of stingrays, then the number of sharks at the aquarium is 2 sharks/stingray * 28 stingrays = <<2*28=56>>56 sharks
The number of fish in the tank is 56 sharks + 28 stingrays = <<56+28=84>>84 fish
"
3262,James has 18 chocolate bars to sell for the swim team. He sold 5 last week and 7 this week. How many more chocolate bars does he need to sell?,"He has sold a total of 5 + 7 = <<5+7=12>>12 chocolate bars so far.
James needs to sell 18 - 12 = <<18-12=6>>6 more chocolate bars.
#### 6",6,"He has sold a total of 5 + 7 = <<5+7=12>>12 chocolate bars so far.
James needs to sell 18 - 12 = <<18-12=6>>6 more chocolate bars.
"
3263,Arman is six times older than his sister. His sister is 2 years old four years ago. In how many years will Arman's age be 40?,"Arman's sister is 4 + 2 = <<4+2=6>>6 years old now.
So, Arman is 6 x 6 = <<6*6=36>>36 years old.
Hence, Arman will be 40 in 40 - 36 = <<40-36=4>>4 years.
#### 4",4,"Arman's sister is 4 + 2 = <<4+2=6>>6 years old now.
So, Arman is 6 x 6 = <<6*6=36>>36 years old.
Hence, Arman will be 40 in 40 - 36 = <<40-36=4>>4 years.
"
